1090,Eruka Frog
1091,Arachne Gorgon
1092,Medusa Gorgon
1093,Justin Law
1094,Mifune
1095,Shinigami
1096,Franken Stein
1097,Marie Mjolnir
1098,Misaki Ayuzawa
1099,Takumi Usui
1100,Suzuna Ayuzawa
1101,Sakura Hanazono
1102,Aoi Hyoudou
1103,Satsuki Hyoudou
1104,Tora Igarashi
1105,Soutarou Kanou
1106,Hinata Shintani
1107,Naoya Shirokawa
1108,Shouichirou Yukimura
1109,Homura Akemi
1110,Madoka Kaname
1111,Sayaka Miki
1112,Kyoko Sakura
1113,Mami Tomoe
1114,Kyubey
1115,Charlotte
1116,Junko Kaname
1117,Mio Akiyama
1118,Yui Hirasawa
1119,Tsumugi Kotobuki
1120,Azusa Nakano
1121,Ritsu Tainaka
1122,Ui Hirasawa
1123,Nodoka Manabe
1124,Jun Suzuki
1125,Sawako Yamanaka
1126,Noe Archiviste
1127,Roland Fortis
1128,Astolfo Granatum
1129,Jeanne
1130,Chloe d'Apchier
1131,Dominique de Sade
1132,Louis de Sade
1133,Panty Anarchy
1134,Stocking Anarchy
1135,Garterbelt
1136,Briefers Rock
1137,Kneesocks Demon
1138,Scanty Demon
1139,Natsuki
1140,Sayori
1141,Monika
1142,Yuri
1143,Super Sonico
1144,Suzu Fujimi
1145,Fuuri Watanuki
1146,Aguero Agnes Khun
1147,Twenty-Fifth Baam
1148,Rak Wraithraiser
1149,Rachel
1150,Hatz
1151,Hwa Ryun
1152,Anak Zahard
1153,Androssi Zahard
1154,Ha Yuri Zahard
1155,Lero-Ro
1156,Urek Mazino
1157,Laure Phonsekal
1158,Shibisu
1159,Han Sung Yu
1160,Yumeko Jabami
1161,Mary Saotome
1162,Ryouta Suzui
1163,Sayaka Igarashi
1164,Midari Ikishima
1165,Kaede Manyuda
1166,Kirari Momobami
1167,Ririka Momobami
1168,Itsuki Sumeragi
1169,Runa Yomozuki
1170,Yumemi Yumemite
1171,Momonga
1172,Yuri Alpha
1173,Lupusregina Beta
1174,Shalltear Bloodfallen
1175,Shizu Delta
1176,Clementine
1177,Cocytus
1178,Demiurge
1179,Solution Epsilon
1180,Aura Bella Fiora
1181,Mare Bello Fiore
1182,Narberal Gamma
1183,Pandora's Actor
1184,Sebas Tian
1185,Entoma Vasilissa Zeta
1186,Violet Evergarden
1187,Charlotte Abelfreyja Drossel
1188,Cattleya Baudelaire
1189,Benedict Blue
1190,Gilbert Bougainvillea
1191,Claudia Hodgins
1192,Luculia Marlborough
1193,Leon Stephanotis
1194,Iris Cannary
1195,Hajime Hinata
1196,Nagito Komaeda
1197,Chiaki Nanami
1198,Teruteru Hanamura
1199,Izuru Kamukura
1200,Mahiru Koizumi
1201,Fuyuhiko Kuzuryuu
1202,Ibuki Mioda
1203,Sonia Nevermind
1204,Nekomaru Nidai
1205,Akane Owari
1206,Peko Pekoyama
1207,Hiyoko Saionji
1208,Kazuichi Souda
1209,Gundham Tanaka
1210,Mikan Tsumiki
1211,Chisa Yukizome
1212,Ruruka Andou
1213,Sounosuke Izayoi
1214,Seiko Kimura
1215,Kouichi Kizakura
1216,Yasuke Matsuda
1217,Ryouta Mitarai
1218,Kyousuke Munakata
1219,Juuzou Sakakura
1220,Miaya Gekkogahara
1221,Monaca Towa
1222,Kotoko Utsugi
1223,Kaede Akamatsu
1224,Maki Harukawa
1225,Kaito Momota
1226,Kokichi Ouma
1227,Shuichi Saihara
1228,Rantarou Amami
1229,Tenko Chabashira
1230,Gonta Gokuhara
1231,Miu Iruma
1232,Kiibo
1233,Korekiyo Shinguji
1234,Tsumugi Shirogane
1235,Kirumi Tojo
1236,Angie Yonaga
1237,Himiko Yumeno
1238,Jataro Kemuri
1239,Masaru Daimon
1240,Ryouko Otonashi
1241,Nagisa Shingetsu
1242,Kanna Kamui
1243,Tohru
1244,Kobayashi
1245,Quetzalcoatl
1246,Elma
1247,Fafnir
1248,Riko Saikawa
1249,Shouta Magatsuchi
1250,Ilulu
1251,Shigeo Kageyama
1252,Arataka Reigen
1253,Ritsu Kageyama
1254,Teruki Hanazawa
1255,William James Moriarty
1256,Sherlock Holmes
1257,Louis James Moriarty
1258,Albert James Moriarty
1259,John H. Watson
1260,Sebastian Moran
1261,Mycroft Holmes
1262,Taiga Kagami
1263,Tetsuya Kuroko
1264,Seijuurou Akashi
1265,Daiki Aomine
1266,Ryouta Kise
1267,Shintarou Midorima
1268,Atsushi Murasakibara
1269,Riko Aida
1270,Junpei Hyuuga
1271,Shoichi Imayoshi
1272,Shun Izuki
1273,Yukio Kasamatsu
1274,Teppei Kiyoshi
1275,Shinji Koganei
1276,Rinnosuke Mitobe
1277,Satsuki Momoi
1278,Kazunari Takao
1279,Shirayuki
1280,Zen Wistalia
1281,Obi
1282,Mitsuhide Rouen
1283,Kiki Seiran
1284,Ryu
1285,Raji Shenazard
1286,Izana Wistalia
1287,Krulcifer Einfolk
1288,Lux Arcadia
1289,Lisesharte Atismata
1290,Philphie Aingram
1291,Yoruka Kirihime
1292,Celistia Ralgris
1293,Airi Arcadia
1294,Yuno Gasai
1295,Yukiteru Amano
1296,Aru Akise
1297,Deus Ex Machina
